name,latency,read_uncached,write,price
Corsair CMD16GX4M4C3200C16 4GB,21,19273,14954,$518.69
Corsair CMD32GX4M2A2666C15 16GB,23,17542,12011,$442.04
Corsair CMD32GX4M2A2800C16 16GB,26,15692,10697,$229.99*
Corsair CMD32GX4M2B2800C14 16GB,23,17338,12652,$259.99*
Corsair CMD32GX4M2B3000C15 16GB,23,17275,12766,$279.99
Corsair CMD32GX4M2B3466C16 16GB,21,19668,13051,$699.99
Corsair CMD32GX4M2C3200C14M 16GB,18,21146,16778,NA
Corsair CMD32GX4M2C3200C14T 16GB,20,18355,13933,NA
Corsair CMD32GX4M2C3200C16 16GB,22,18224,13801,$299.99
Corsair CMD32GX4M2C3466C16W 16GB,21,19558,15335,NA
Corsair CMD32GX4M4A2400C12 8GB,22,17696,13102,$259.99*
Corsair CMD32GX4M4A2400C14 8GB,27,14060,10970,$917.99
Corsair CMD32GX4M4A2666C15 8GB,26,14581,11694,$549.48
Corsair CMD32GX4M4A2666C16 8GB,28,14009,11441,$329.14*
Corsair CMD32GX4M4A2800C16 8GB,27,14314,11552,$439.95*
Corsair CMD32GX4M4B2400C10 8GB,24,15512,11333,$639.99
Corsair CMD32GX4M4B3000C15 8GB,27,14929,11965,$249.99*
Corsair CMD32GX4M4B3200C16 8GB,23,16751,12797,$379.99*
Corsair CMD32GX4M4B3333C16 8GB,24,16463,12433,$799.99
Corsair CMD32GX4M4B3600C16 8GB,20,18729,14728,$931.75
Corsair CMD32GX4M4B3733C17 8GB,21,19362,14863,NA
Corsair CMD32GX4M4C3000C15 8GB,25,15124,11713,$699.99
Corsair CMD32GX4M4C3200C14C 8GB,25,15425,11323,NA
Corsair CMD32GX4M4C3200C14M 8GB,21,16368,12037,NA
Corsair CMD32GX4M4C3200C14T 8GB,19,18356,13494,NA
Corsair CMD32GX4M4C3200C16 8GB,22,17968,15270,$499.99
Corsair CMD32GX4M4C3200C16-R 8GB,24,16757,13414,$369.99*
Corsair CMD32GX4M4E4000C19 8GB,23,16128,13050,NA
Corsair CMD64GX4M4A2400C14 16GB,26,15294,11160,$489.99*
Corsair CMD64GX4M4A2666C15 16GB,25,15244,11759,$499.99*
Corsair CMD64GX4M4B2800C14 16GB,26,15046,11765,$479.99*
Corsair CMD64GX4M4B3000C15 16GB,24,16637,12620,$459.99*
Corsair CMD64GX4M4B3333C16 16GB,27,14169,10488,$699.99*
Corsair CMD64GX4M4B3466C16 16GB,24,16516,12198,$849.99*
Corsair CMD64GX4M4C3000C15 16GB,24,17433,13200,$529.99*
Corsair CMD64GX4M4C3200C16 16GB,26,15601,12841,$889.99
Corsair CMD64GX4M8A2400C14 8GB,28,12768,10579,$499.99*
Corsair CMD64GX4M8A2666C15 8GB,28,13177,10829,$659.99*
Corsair CMD64GX4M8A2800C16 8GB,29,12806,10550,NA
Corsair CMD64GX4M8B2800C14 8GB,26,14448,10990,$699.89*
Corsair CMD64GX4M8B3200C16 8GB,26,14770,11002,$699.99*
Corsair CMD8GX4M2B3000C15 4GB,21,18162,13878,$187.14
Corsair CMD8GX4M2B3200C16 4GB,21,18973,14884,$221.60
Corsair CMD8GX4M2B3466C18 4GB,19,19576,16064,NA
Corsair CMD8GX4M2B3600C18 4GB,22,17863,13566,$389.62
Corsair CMD8GX4M2B3866C18 4GB,18,21217,17681,$149.99*
Corsair CMK128GX4M8A2133C13 16GB,27,14752,10608,$999.99*
Corsair CMK128GX4M8A2400C14 16GB,30,12283,10872,NA
Corsair CMK128GX4M8A2666C16 16GB,32,11409,11920,$999.99*
Corsair CMK128GX4M8B3000C16 16GB,28,13312,10445,$764.99*
Corsair CMK128GX4M8B3200C16 16GB,27,14331,9905,$949.99*
Corsair CMK16GX4M1A2400C14 16GB,24,14741,8380,$109.99
Corsair CMK16GX4M1A2400C16 16GB,23,16800,11084,$101.99
Corsair CMK16GX4M1A2666C16 16GB,23,16383,10404,$109.99
Corsair CMK16GX4M1B3000C15 16GB,22,16657,10592,$119.99
Corsair CMK16GX4M1D3000C16 16GB,23,16849,10679,$113.99
Corsair CMK16GX4M2A2133C13 8GB,24,16023,11621,$96.99
Corsair CMK16GX4M2A2400C14 8GB,24,16466,12057,$109.99
Corsair CMK16GX4M2A2400C16 8GB,24,16486,11855,$106.99
Corsair CMK16GX4M2A2666C16 8GB,23,16984,12584,$99.99
Corsair CMK16GX4M2A2800C16 8GB,23,17454,12852,$122.99*
Corsair CMK16GX4M2B2800C14 8GB,22,18150,13321,$126.99*
Corsair CMK16GX4M2B3000C15 8GB,21,18071,13460,$124.99
Corsair CMK16GX4M2B3200C14 8GB,22,18439,14233,$174.99*
Corsair CMK16GX4M2B3200C16 8GB,21,18296,13919,$124.99
Corsair CMK16GX4M2B3333C16 8GB,20,19577,15797,$510.03
Corsair CMK16GX4M2B3466C16 8GB,20,18553,13243,$189.99*
Corsair CMK16GX4M2B3600C18 8GB,20,19060,14678,$292.45
Corsair CMK16GX4M2B3733C17 8GB,19,17848,13154,$199.99*
Corsair CMK16GX4M2B4266C19 8GB,23,17366,12446,NA
Corsair CMK16GX4M2C3000C15 8GB,20,18280,13681,NA
Corsair CMK16GX4M2C3000C16 8GB,21,17669,12770,$287.61
Corsair CMK16GX4M2C3333C16 8GB,17,21624,17740,NA
Corsair CMK16GX4M2D2400C14 8GB,23,17622,12942,NA
Corsair CMK16GX4M2D3000C16 8GB,21,18250,13696,$112.99
Corsair CMK16GX4M2D3200C16 8GB,21,18034,13637,$157.56
Corsair CMK16GX4M2E4000C19 8GB,20,19418,14625,$521.98
Corsair CMK16GX4M2E4333C19 8GB,25,16514,12337,NA
Corsair CMK16GX4M2F4500C19 8GB,17,21407,16495,$895.77
Corsair CMK16GX4M2K4266C19 8GB,16,20781,18087,NA
Corsair CMK16GX4M2L3000C15 8GB,20,19113,14115,$342.50
Corsair CMK16GX4M2Z2400C16 8GB,23,16685,12448,NA
Corsair CMK16GX4M2Z2666C16 8GB,22,17629,13181,$117.99
Corsair CMK16GX4M2Z3200C16 8GB,18,21253,16099,NA
Corsair CMK16GX4M2Z3600C18 8GB,20,19306,15522,NA
Corsair CMK16GX4M4A2133C13 4GB,27,13848,10662,$116.99
Corsair CMK16GX4M4A2133C15 4GB,28,13265,10325,$132.99*
Corsair CMK16GX4M4A2400C14 4GB,26,13926,10805,$252.02*
Corsair CMK16GX4M4A2400C16 4GB,27,14447,10681,$216.94
Corsair CMK16GX4M4A2666C15 4GB,26,13802,11072,$176.04*
Corsair CMK16GX4M4A2666C16 4GB,27,13674,10855,$168.99
Corsair CMK16GX4M4A2800C16 4GB,27,13823,10994,$204.99*
Corsair CMK16GX4M4B3000C15 4GB,24,15898,12425,$359.99
Corsair CMK16GX4M4B3200C15 4GB,23,17038,13068,$169.99*
Corsair CMK16GX4M4B3200C16 4GB,26,15297,11984,$119.99*
Corsair CMK16GX4M4B3300C16 4GB,23,17316,13255,$159.99*
Corsair CMK16GX4M4B3333C16 4GB,24,16831,12126,NA
Corsair CMK16GX4M4B3400C16 4GB,22,18126,14782,$199.99*
Corsair CMK16GX4M4B3600C18 4GB,26,15967,12173,$159.99*
Corsair CMK16GX4M4B3733C17 4GB,19,20459,16538,$209.99*
Corsair CMK16GX4M4B3866C18 4GB,22,18670,14379,NA
Corsair CMK16GX4M4C3200C15 4GB,24,15394,11744,$104.99*
Corsair CMK16GX4M4C3200C16 4GB,22,17554,13624,$440.99
Corsair CMK32GX4M2A2133C13 16GB,24,16156,11531,$294.54
Corsair CMK32GX4M2A2400C14 16GB,25,16289,11920,$215.99
Corsair CMK32GX4M2A2400C16 16GB,26,15793,11591,$199.99
Corsair CMK32GX4M2A2666C16 16GB,24,16651,12336,$189.99
Corsair CMK32GX4M2A2800C16 16GB,25,16245,11892,$289.29*
Corsair CMK32GX4M2B3000C15 16GB,22,17934,13486,$286.32
Corsair CMK32GX4M2B3200C16 16GB,22,17846,13361,$277.44
Corsair CMK32GX4M2B3333C16 16GB,19,20705,16601,$349.99*
Corsair CMK32GX4M2C3000C16 16GB,20,19151,15184,NA
Corsair CMK32GX4M2D3000C16 16GB,22,18191,13775,$325.40
Corsair CMK32GX4M2D3200C16 16GB,21,19465,13980,$239.99*
Corsair CMK32GX4M2F4000C19 16GB,21,18816,14714,$656.99
Corsair CMK32GX4M2L3000C15 16GB,21,18848,14524,$744.67
Corsair CMK32GX4M2L3200C16 16GB,22,18548,15121,$249.99
Corsair CMK32GX4M4A2133C13 8GB,27,14145,11034,$194.99
Corsair CMK32GX4M4A2133C15 8GB,27,14552,10993,$241.99*
Corsair CMK32GX4M4A2400C12 8GB,26,14653,10779,$189.99*
Corsair CMK32GX4M4A2400C14 8GB,27,14392,11285,$399.99
Corsair CMK32GX4M4A2400C16 8GB,26,14855,11295,$272.76*
Corsair CMK32GX4M4A2666C15 8GB,26,14428,11380,$152.99*
Corsair CMK32GX4M4A2666C16 8GB,27,14380,11271,$214.99
Corsair CMK32GX4M4A2800C16 8GB,27,14330,11526,$249.99*
Corsair CMK32GX4M4B2800C14 8GB,26,14477,11135,$224.99*
Corsair CMK32GX4M4B3000C15 8GB,26,15033,11955,$194.99*
Corsair CMK32GX4M4B3200C14 8GB,20,19049,14509,$284.99*
Corsair CMK32GX4M4B3200C16 8GB,23,16767,12506,$245.99
Corsair CMK32GX4M4B3333C16 8GB,25,14892,11172,$349.99*
Corsair CMK32GX4M4B3466C16 8GB,21,17343,13444,$389.99*
Corsair CMK32GX4M4B3600C16 8GB,24,16093,12583,NA
Corsair CMK32GX4M4B3600C18 8GB,22,17895,13653,$399.99
Corsair CMK32GX4M4B3733C17 8GB,20,19840,14632,$799.99
Corsair CMK32GX4M4B3866C18 8GB,20,19886,15210,$910.08
Corsair CMK32GX4M4B4000C19 8GB,20,19334,15769,NA
Corsair CMK32GX4M4C3000C15 8GB,25,15322,12208,$237.99
Corsair CMK32GX4M4C3400C16 8GB,24,16887,13415,$319.99*
Corsair CMK32GX4M4D3200C16 8GB,25,15731,12145,NA
Corsair CMK32GX4M4E4133C19 8GB,22,19086,14733,$499.99*
Corsair CMK32GX4M4K4133C19 8GB,21,18899,14928,$529.99*
Corsair CMK32GX4M4K4266C19 8GB,17,21574,18129,NA
Corsair CMK4GX4M1A2400C14 4GB,22,16517,11619,$31.99
Corsair CMK4GX4M1A2400C16 4GB,24,15296,10947,$31.99
Corsair CMK64GX4M4A2133C13 16GB,26,16054,12301,$389.99*
Corsair CMK64GX4M4A2400C14 16GB,27,14814,10823,$449.99*
Corsair CMK64GX4M4A2400C16 16GB,29,13950,9975,$454.99*
Corsair CMK64GX4M4A2666C16 16GB,25,16302,13075,$429.99
Corsair CMK64GX4M4B2800C14 16GB,27,14958,11353,$464.99*
Corsair CMK64GX4M4B3000C15 16GB,27,14386,11715,$359.99*
Corsair CMK64GX4M4B3200C16 16GB,27,15386,11966,$499.99
Corsair CMK64GX4M4B3333C16 16GB,25,15862,11777,$759.99*
Corsair CMK64GX4M4B3466C16 16GB,21,18790,14753,$829.99*
Corsair CMK64GX4M4B3600C18 16GB,21,19504,15785,NA
Corsair CMK64GX4M4C3000C16 16GB,22,18516,13804,NA
Corsair CMK64GX4M8A2133C13 8GB,28,13100,10545,$389.99
Corsair CMK64GX4M8A2400C14 8GB,29,13426,10671,$499.95*
Corsair CMK64GX4M8A2666C16 8GB,28,13175,10148,$519.99*
Corsair CMK64GX4M8B2800C14 8GB,26,14609,11606,$379.99*
Corsair CMK64GX4M8X3600C18 8GB,19,19931,16476,$849.99
Corsair CMK8GX4M1A2400C14 8GB,24,14797,9310,$56.99
Corsair CMK8GX4M1A2400C16 8GB,24,14850,9160,$54.99
Corsair CMK8GX4M1A2666C16 8GB,23,15728,9741,$57.99
Corsair CMK8GX4M1D2400C14 8GB,24,15108,8362,NA
Corsair CMK8GX4M1D3000C16 8GB,22,16758,10217,$59.99
Corsair CMK8GX4M2A2133C13 4GB,24,15754,11206,$59.99
Corsair CMK8GX4M2A2400C14 4GB,23,16317,11806,$73.27
Corsair CMK8GX4M2A2400C16 4GB,23,16677,12196,$59.99
Corsair CMK8GX4M2A2666C16 4GB,22,17158,12677,$63.99
Corsair CMK8GX4M2A2800C16 4GB,22,17365,13120,$68.99*
Corsair CMK8GX4M2B3000C15 4GB,21,18097,13653,$172.42
Corsair CMK8GX4M2B3200C16 4GB,21,17802,13749,$308.94
Corsair CMK8GX4M2B3600C18 4GB,19,19877,15289,$303.66*
Corsair CMK8GX4M2B3733C17 4GB,20,20068,15184,$296.93
Corsair CMK8GX4M2B3866C18 4GB,31,15659,12530,$107.99*
Corsair CMK8GX4M2B4000C19 4GB,21,18219,13103,$140.34*
Corsair CMK8GX4M2B4133C19 4GB,21,18089,13216,NA
Corsair CMK8GX4M2C3000C16 4GB,20,18349,14282,$78.68
Corsair CMK8GX4M2D2666C16 4GB,23,17329,12867,$119.99
Corsair CMR16GX4M2A2666C16 8GB,23,17075,12271,$145.96
Corsair CMR16GX4M2C3000C15 8GB,21,18345,13579,$144.09
Corsair CMR16GX4M2C3000C16 8GB,21,17956,13175,$199.99
Corsair CMR16GX4M2C3200C16 8GB,21,18761,13958,$139.99
Corsair CMR16GX4M2C3466C16 8GB,20,19358,14354,$363.33
Corsair CMR16GX4M2C3600C18 8GB,20,19577,14832,$326.99
Corsair CMR16GX4M2D3000C16 8GB,21,18520,13516,$133.99
Corsair CMR16GX4M2D3200C16 8GB,20,19195,14197,$238.99
Corsair CMR16GX4M2E4266C19 8GB,20,18691,13400,NA
Corsair CMR16GX4M2F4000C19 8GB,19,19477,14663,NA
Corsair CMR16GX4M2Z3200C16 8GB,24,17608,13481,$167.88
Corsair CMR32GX4M2A2666C16 16GB,22,15119,11376,NA
Corsair CMR32GX4M2C3000C15 16GB,20,19348,14520,$399.99
Corsair CMR32GX4M2C3000C16 16GB,20,20181,15800,NA
Corsair CMR32GX4M2C3200C16 16GB,20,19241,13972,$526.31
Corsair CMR32GX4M2C3333C16 16GB,22,18572,14170,$662.94
Corsair CMR32GX4M2F3600C18 16GB,26,16086,13654,NA
Corsair CMR32GX4M4A2666C16 8GB,25,16537,13596,$538.38
Corsair CMR32GX4M4C3000C15 8GB,23,17431,13557,$568.65
Corsair CMR32GX4M4C3000C16 8GB,20,19190,15416,$764.39*
Corsair CMR32GX4M4C3200C16 8GB,23,17139,14017,$274.99
Corsair CMR32GX4M4C3333C16 8GB,21,18573,14873,$629.99
Corsair CMR32GX4M4C3466C16 8GB,23,17405,14355,$523.22
Corsair CMR32GX4M4C3600C18 8GB,22,18097,14192,$870.84
Corsair CMR32GX4M4D3000C16 8GB,24,16686,15657,NA
Corsair CMR32GX4M4D3200C16 8GB,25,16074,13329,NA
Corsair CMR64GX4M4C3000C15 16GB,23,18812,14217,$836.95
Corsair CMR64GX4M4C3200C16 16GB,25,15794,13654,$499.99*
Corsair CMR64GX4M4K3600C18 16GB,29,14505,11891,NA
Corsair CMSO16GX4M1A2133C15 16GB,28,13560,8998,$98.99
Corsair CMSO16GX4M2A2133C15 8GB,27,15252,12088,$99.99
Corsair CMSO32GX4M2A2133C15 16GB,32,13460,11041,$420.63
Corsair CMSO4GX4M1A2133C15 4GB,28,12189,8335,$27.99
Corsair CMSO8GX4M1A2133C15 8GB,28,13674,10122,$51.99
Corsair CMSX16GX4M2A2400C16 8GB,25,15560,11855,$104.99
Corsair CMSX16GX4M2A2666C18 8GB,28,15217,11744,$253.22
Corsair CMSX16GX4M2A3000C16 8GB,23,16504,12376,$189.99
Corsair CMSX32GX4M2A2400C16 16GB,26,15973,11548,$209.99
Corsair CMSX32GX4M2A2666C18 16GB,26,16345,12890,$227.99
Corsair CMSX32GX4M2A3000C16 16GB,26,16317,12893,$359.99
Corsair CMSX64GX4M4A2400C16 16GB,26,15863,12403,$389.99
Corsair CMSX64GX4M4A2666C18 16GB,22,18181,14068,$559.99*
Corsair CMSX8GX4M2A2400C16 4GB,25,15137,10693,$61.99
Corsair CMU16GX4M2A2400C16 8GB,22,17093,12067,NA
Corsair CMU16GX4M2A2666C16 8GB,23,17165,12469,$109.99
Corsair CMU16GX4M2C3000C15 8GB,21,18448,13715,$129.99
Corsair CMU16GX4M2C3200C16 8GB,21,18564,13817,$139.99
Corsair CMU16GX4M2D3000C16 8GB,20,19566,14382,$130.99
Corsair CMU16GX4M2D3200C16 8GB,22,17619,12975,NA
Corsair CMU32GX4M2A2400C14 16GB,24,16523,12084,NA
Corsair CMU32GX4M2A2666C16 16GB,24,16904,12822,$224.99
Corsair CMU32GX4M2C3000C15 16GB,22,17677,12966,$249.99
Corsair CMU32GX4M2C3200C16 16GB,22,17792,13046,$499.99
Corsair CMU32GX4M4A2666C16 8GB,24,17088,12773,$399.99
Corsair CMU32GX4M4C3000C15 8GB,24,16137,11768,$469.99
Corsair CMU32GX4M4C3200C16 8GB,22,17382,12937,$479.99
Corsair CMU32GX4M4C3400C16 8GB,22,18063,13633,$329.99*
Corsair CMU32GX4M4C3466C16 8GB,22,17831,13875,$349.99*
Corsair CMU64GX4M4A2666C16 16GB,24,17323,13237,$439.99
Corsair CMU64GX4M4C3000C15 16GB,27,14699,11139,$699.99
Corsair CMU64GX4M4C3200C16 16GB,25,16143,11866,$899.99
Corsair CMV16GX4M1A2133C15 16GB,26,13776,8233,$91.99
Corsair CMV16GX4M1A2400C16 16GB,22,18667,14225,NA
Corsair CMV4GX4M1A2133C15 4GB,26,14723,9080,$27.99
Corsair CMV8GX4M1A2133C15 8GB,25,13981,8616,$50.99
